Entity,Code,Year,Homicides - sex: Female - age: Total,Homicides - sex: Male - age: Total
Costa Rica,CRI,1995,26.726257,157.27374
Costa Rica,CRI,1996,18.415384,170.58461
Costa Rica,CRI,1997,19.463415,190.53659
Costa Rica,CRI,1998,27.214952,196.78505
Costa Rica,CRI,1999,32.182205,212.8178
Costa Rica,CRI,2000,40.294605,208.7054
Costa Rica,CRI,2001,28.438524,228.56148
Costa Rica,CRI,2002,33.88983,224.11017
Costa Rica,CRI,2003,37.762238,262.23776
Costa Rica,CRI,2004,38.76923,241.23077
Costa Rica,CRI,2005,61.212624,273.78738
Costa Rica,CRI,2006,45,306
Costa Rica,CRI,2007,37,332
Costa Rica,CRI,2008,60,452
Costa Rica,CRI,2009,59,466
Costa Rica,CRI,2010,61,466
Costa Rica,CRI,2011,64,410
Costa Rica,CRI,2012,50,357
Costa Rica,CRI,2013,36,375
Costa Rica,CRI,2014,51,426
Costa Rica,CRI,2015,42,515
Costa Rica,CRI,2016,66,512
Costa Rica,CRI,2017,58,545
Costa Rica,CRI,2018,65,519
Costa Rica,CRI,2019,48,515
Costa Rica,CRI,2020,62,508
Costa Rica,CRI,2021,56,532
Costa Rica,CRI,2022,47,609
Costa Rica,CRI,2023,71,835
Croatia,HRV,1990,43.316177,93.68382
Croatia,HRV,1991,124.174866,312.82513
Croatia,HRV,1992,94.77551,292.2245
Croatia,HRV,1993,55.45614,162.54385
Croatia,HRV,1994,30.772152,112.22785
Croatia,HRV,1995,45.177216,120.822784
Croatia,HRV,1996,38.526318,83.47369
Croatia,HRV,1997,31.403225,86.59677
Croatia,HRV,1998,34.52055,70.479454
Croatia,HRV,1999,28.617188,82.38281
Croatia,HRV,2000,32.17699,68.823006
Croatia,HRV,2001,27.931034,53.068966
Croatia,HRV,2002,31.597015,41.402985
Croatia,HRV,2003,22.041666,46.958332
Croatia,HRV,2004,37,46
Croatia,HRV,2005,27,41
Croatia,HRV,2006,32,42
Croatia,HRV,2007,24,38
Croatia,HRV,2008,24,47
Croatia,HRV,2009,24,25
Croatia,HRV,2010,32,30
Croatia,HRV,2011,21,28
Croatia,HRV,2012,18,33
Croatia,HRV,2013,21,25
Croatia,HRV,2014,17,19
Croatia,HRV,2015,15,22
Croatia,HRV,2016,20,24
Croatia,HRV,2017,18,28
Croatia,HRV,2018,8,16
Croatia,HRV,2019,14,19
Croatia,HRV,2020,19,21
Croatia,HRV,2021,14,19
Croatia,HRV,2022,14,17
Croatia,HRV,2023,9,17
Cuba,CUB,1992,176,497
Cuba,CUB,1993,183,619
Cuba,CUB,1994,211,690
Cuba,CUB,1995,209,643
Cuba,CUB,1996,166,566
Cuba,CUB,1997,163,584
Cuba,CUB,1998,187,631
Cuba,CUB,1999,159,450
Cuba,CUB,2000,155,432
Cuba,CUB,2001,159,446
Cuba,CUB,2002,185,476
Cuba,CUB,2003,153,489
Cuba,CUB,2004,146,514
Cuba,CUB,2005,168,516
Cuba,CUB,2006,133,443
Cuba,CUB,2007,139,429
Cuba,CUB,2008,120,395
Cuba,CUB,2009,153,412
Cuba,CUB,2010,126,379
Cuba,CUB,2011,132,402
Cuba,CUB,2012,138,483
Cuba,CUB,2013,147,527
Cuba,CUB,2014,156,444
Cuba,CUB,2015,139,480
Cuba,CUB,2016,121,451
Cuba,CUB,2017,130,386
Cuba,CUB,2018,108,383
Cuba,CUB,2019,105,395
Curacao,CUW,2001,2,8
Curacao,CUW,2002,6,33
Curacao,CUW,2003,2,41
Curacao,CUW,2004,7,34
Curacao,CUW,2005,6,20
Curacao,CUW,2006,3,15
Curacao,CUW,2007,3,23
Cyprus,CYP,2004,4,12
Cyprus,CYP,2005,2,18
Cyprus,CYP,2006,4,11
Cyprus,CYP,2007,3,10
Cyprus,CYP,2008,2,7
Cyprus,CYP,2009,7,12
Cyprus,CYP,2010,1,7
Cyprus,CYP,2011,6,3
Cyprus,CYP,2012,5,17
Cyprus,CYP,2013,3,9
Cyprus,CYP,2014,5,6
Cyprus,CYP,2015,3,12
Cyprus,CYP,2016,5,8
Cyprus,CYP,2017,0,7
Cyprus,CYP,2018,6,9
Cyprus,CYP,2019,10,5
Cyprus,CYP,2020,5,10
Cyprus,CYP,2021,7,9
Cyprus,CYP,2022,4,4
Cyprus,CYP,2023,1,10
Cyprus,CYP,2024,5,8
Czechia,CZE,1994,82.8,124.2
Czechia,CZE,1995,58.032433,117.96757
Czechia,CZE,1996,55.36,117.64
Czechia,CZE,1997,63.44643,123.55357
Czechia,CZE,1998,48.67857,125.32143
Czechia,CZE,1999,61.509933,110.49007
Czechia,CZE,2000,49,142
Czechia,CZE,2001,47,88
Czechia,CZE,2002,58,81
Czechia,CZE,2003,58,105
Czechia,CZE,2004,49.883213,84.11679
Czechia,CZE,2005,45,63
Czechia,CZE,2006,54,76
Czechia,CZE,2007,55,71
Czechia,CZE,2008,44,70
Czechia,CZE,2009,38,56
Czechia,CZE,2010,53,50
Czechia,CZE,2011,44,42
Czechia,CZE,2012,48,57
Czechia,CZE,2013,51,39
Czechia,CZE,2014,45,36
Czechia,CZE,2015,49,39
Czechia,CZE,2016,36,29
Czechia,CZE,2017,30,36
Czechia,CZE,2019,35,50
Czechia,CZE,2020,39,38
Czechia,CZE,2021,27,20
Czechia,CZE,2022,39,48
Czechia,CZE,2023,45,38
Denmark,DNK,1990,25,16
Denmark,DNK,1991,43,25
Denmark,DNK,1992,32,30
Denmark,DNK,1993,26,45
Denmark,DNK,1994,25,50
Denmark,DNK,1995,19,40
Denmark,DNK,1996,25.961174,42.038826
Denmark,DNK,1997,42,46
Denmark,DNK,1998,21.137255,27.862745
Denmark,DNK,1999,28.549019,23.450981
Denmark,DNK,2000,32,26
Denmark,DNK,2001,19.102041,32.89796
Denmark,DNK,2002,15,33
Denmark,DNK,2003,28,37
Denmark,DNK,2004,17,26
Denmark,DNK,2005,18,35
Denmark,DNK,2006,11,18
Denmark,DNK,2007,17,22
Denmark,DNK,2008,17.181818,36.81818
Denmark,DNK,2009,14,33
Denmark,DNK,2010,22,20
Denmark,DNK,2011,15,31
Denmark,DNK,2012,16,31
Denmark,DNK,2013,13,35
Denmark,DNK,2014,31,43
Denmark,DNK,2015,23.377048,38.62295
Denmark,DNK,2016,23,33
Denmark,DNK,2017,20,51
Denmark,DNK,2018,20,38
Denmark,DNK,2019,24,26
Denmark,DNK,2020,15,33
Denmark,DNK,2021,14,23
Denmark,DNK,2022,23,35
Denmark,DNK,2023,17,33
Dominica,DMA,2001,1,0
Dominica,DMA,2002,0,9
Dominica,DMA,2003,2.2857144,5.714286
Dominica,DMA,2008,2,5
Dominica,DMA,2010,1.875,13.125
Dominica,DMA,2011,0,6
Dominica,DMA,2014,2,7
Dominica,DMA,2015,1,8
Dominica,DMA,2016,1,15
Dominica,DMA,2017,2,17
Dominica,DMA,2018,2,11
Dominica,DMA,2019,1,12
Dominica,DMA,2020,1,14
Dominica,DMA,2021,2,8
Dominica,DMA,2022,3,16
Dominican Republic,DOM,2005,214.45544,2179.5444
Dominican Republic,DOM,2006,180.10822,1963.8918
Dominican Republic,DOM,2007,174.57123,1936.4288
Dominican Republic,DOM,2008,187.33257,2206.6675
Dominican Republic,DOM,2009,180.04762,2194.9524
Dominican Republic,DOM,2010,210.1699,2263.83
Dominican Republic,DOM,2011,233,2280
Dominican Republic,DOM,2012,201,2067
Dominican Republic,DOM,2014,187,1623
Dominican Republic,DOM,2016,170,1446
Dominican Republic,DOM,2017,191,1025
Dominican Republic,DOM,2018,152,916
Dominican Republic,DOM,2019,145,881
Dominican Republic,DOM,2020,128,833
Dominican Republic,DOM,2021,142,1030
Dominican Republic,DOM,2022,153,1236
Dominican Republic,DOM,2023,134,1103
Eastern Europe (UN),,2000,12744.161,36477.84
Eastern Europe (UN),,2001,13311.334,38133.668
Eastern Europe (UN),,2002,13190.001,38838
Eastern Europe (UN),,2003,12658.828,36505.69
Eastern Europe (UN),,2004,11680.15,33956.92
Eastern Europe (UN),,2005,10678.927,30581.666
Eastern Europe (UN),,2006,8875.173,25287.39
Eastern Europe (UN),,2007,7702.3394,22495.184
Eastern Europe (UN),,2008,5869.5635,16753.438
Eastern Europe (UN),,2009,5962.2515,15775.748
Eastern Europe (UN),,2010,5582.178,14889.821
Eastern Europe (UN),,2011,5225.493,14781.809
Eastern Europe (UN),,2012,5404.3794,14813.62
Eastern Europe (UN),,2013,5153.7886,14988.384
Eastern Europe (UN),,2014,5324.703,15560.297
Eastern Europe (UN),,2015,5428.8755,15665.097
Eastern Europe (UN),,2016,5151.3105,14973.986
Eastern Europe (UN),,2017,4387.5405,12988.459
Eastern Europe (UN),,2018,3913.5505,11290.947
Eastern Europe (UN),,2019,3552.8723,10627.128
Eastern Europe (UN),,2020,3404.7537,10124.033
Eastern Europe (UN),,2021,3123.2666,9478.94
Eastern Europe (UN),,2022,2863.138,9133.486
Eastern Europe (UN),,2023,2718.0955,8580.178
Ecuador,ECU,1990,83.30943,808.69055
Ecuador,ECU,1991,110.6803,1042.3197
Ecuador,ECU,1992,78.03599,856.964
Ecuador,ECU,1993,81.441826,844.55817
Ecuador,ECU,1994,92.54375,1046.4563
Ecuador,ECU,2000,144.6641,1688.3359
Ecuador,ECU,2001,148.21515,1509.7848
Ecuador,ECU,2002,185.40855,1720.5914
Ecuador,ECU,2003,182.38344,1754.6166
Ecuador,ECU,2004,217.93,2172.07
Ecuador,ECU,2005,165.66182,1955.3381
Ecuador,ECU,2006,222.45102,2162.549
Ecuador,ECU,2007,229.47606,2043.5239
Ecuador,ECU,2008,213,2394
Ecuador,ECU,2009,276.2155,2348.7844
Ecuador,ECU,2010,237,2387
Ecuador,ECU,2011,249,2094
Ecuador,ECU,2012,231,1691
Ecuador,ECU,2013,253,1472
Ecuador,ECU,2014,186,1124
Ecuador,ECU,2015,172,878
Ecuador,ECU,2016,177,781
Ecuador,ECU,2017,196,774
Ecuador,ECU,2018,138,856
Ecuador,ECU,2019,149,1037
Ecuador,ECU,2020,165,1207
Ecuador,ECU,2021,227,2268
Ecuador,ECU,2022,424,4439
Ecuador,ECU,2023,600,7576
Egypt,EGY,2004,52,270
Egypt,EGY,2005,63,459
Egypt,EGY,2006,144,405
Egypt,EGY,2007,163,517
Egypt,EGY,2008,110.418686,856.5813
Egypt,EGY,2009,193,719
Egypt,EGY,2010,197,1642
Egypt,EGY,2011,331,2372
Egypt,EGY,2012,261.8652,1945.1348
Egypt,EGY,2020,165,
Egypt,EGY,2021,296,
El Salvador,SLV,2005,397.91092,3484.089
El Salvador,SLV,2006,447.4233,3479.5767
El Salvador,SLV,2007,340,3157
El Salvador,SLV,2008,317,2862
El Salvador,SLV,2009,592,3790
El Salvador,SLV,2010,562,3425
El Salvador,SLV,2011,628,3743
El Salvador,SLV,2012,322,2272
El Salvador,SLV,2013,217,2296
El Salvador,SLV,2014,294,3627
El Salvador,SLV,2015,574.9502,6081.05
El Salvador,SLV,2016,524,4752
El Salvador,SLV,2017,469,3474
El Salvador,SLV,2018,386,2941
El Salvador,SLV,2019,230,2127
El Salvador,SLV,2020,131,1186
El Salvador,SLV,2021,133,944
El Salvador,SLV,2022,71,425
England and Wales,,2000,315.3482,448.6518
England and Wales,,2001,324.4091,468.5909
England and Wales,,2002,342.28766,601.71234
England and Wales,,2003,322.72214,452.27786
England and Wales,,2004,321.69705,457.30295
England and Wales,,2005,281.39233,426.60767
England and Wales,,2006,298.1536,411.8464
England and Wales,,2007,306.8864,422.1136
England and Wales,,2008,261.62384,377.37616
England and Wales,,2009,193,399
England and Wales,,2010,200,432
England and Wales,,2011,170,354
England and Wales,,2012,168,375
England and Wales,,2013,184,336
England and Wales,,2014,184,319
England and Wales,,2015,174,363
England and Wales,,2016,174,515
England and Wales,,2017,215,482
England and Wales,,2018,222,418
England and Wales,,2019,182,493
England and Wales,,2020,157,398
England and Wales,,2021,190,494
Estonia,EST,1994,61.821175,240.17882
Estonia,EST,1995,32.25,213.75
Estonia,EST,1996,47.474403,166.5256
Estonia,EST,1997,39.05485,138.94514
Estonia,EST,1998,40.679245,155.32076
Estonia,EST,1999,40.806168,116.19383
Estonia,EST,2000,25.589474,117.41053
Estonia,EST,2001,29.782608,107.21739
Estonia,EST,2002,32.150944,109.84906
Estonia,EST,2003,39.72973,107.27027
Estonia,EST,2004,15.862386,75.13761
Estonia,EST,2005,28.479675,84.520325
Estonia,EST,2006,24.818182,66.181816
Estonia,EST,2007,19.2,76.8
Estonia,EST,2008,18.901098,67.0989
Estonia,EST,2009,21.604939,48.39506
Estonia,EST,2010,16.40625,53.59375
Estonia,EST,2011,14,51
Estonia,EST,2012,17,46
Estonia,EST,2013,18,34
Estonia,EST,2014,9,32
Estonia,EST,2015,10.714286,34.285713
Estonia,EST,2016,9,24
Estonia,EST,2017,8,21
Estonia,EST,2018,5,23
Estonia,EST,2019,6,20
Estonia,EST,2020,10,32
Estonia,EST,2021,4,22
Estonia,EST,2022,4,16
Estonia,EST,2023,6,15
Europe (UN),,2000,15259.443,41236.88
Europe (UN),,2001,15749.262,42913.297
Europe (UN),,2002,15662.563,43619.777
Europe (UN),,2003,15011.925,40767.348
Europe (UN),,2004,14055.225,38196.812
Europe (UN),,2005,12824.442,34735.027
Europe (UN),,2006,11024.081,29055.965
Europe (UN),,2007,9831.958,26345.242
Europe (UN),,2008,7849.9434,20450.658
Europe (UN),,2009,7800.6484,19152.072
Europe (UN),,2010,7442.9736,18217.797
Europe (UN),,2011,7004.599,18094.61
Europe (UN),,2012,7049.5356,17941.516
Europe (UN),,2013,6874.445,17827.727
Europe (UN),,2014,6955.48,18384.727
Europe (UN),,2015,7089.001,18567.29
Europe (UN),,2016,6849.5596,17955.205
Europe (UN),,2017,6027.475,15836.566
Europe (UN),,2018,5497.49,14044.814
Europe (UN),,2019,5013.783,13325.122
Europe (UN),,2020,4813.5913,12855.356
Europe (UN),,2021,4518.596,12115.806
Europe (UN),,2022,4327.7637,11900.575
Europe (UN),,2023,4182.717,11451.912
Fiji,FJI,2005,9,14
Fiji,FJI,2006,12,10
Fiji,FJI,2007,18,3
Fiji,FJI,2008,10,7
Fiji,FJI,2009,8,21
Fiji,FJI,2010,6,14
Fiji,FJI,2011,9,11
Fiji,FJI,2012,7,13
Fiji,FJI,2013,8,11
Fiji,FJI,2014,12,8
Fiji,FJI,2020,19,8
Fiji,FJI,2021,14,2
Fiji,FJI,2022,29,7
Fiji,FJI,2023,11,7
Finland,FIN,1990,38,114
Finland,FIN,1991,38,116
Finland,FIN,1992,55.00578,100.99422
Finland,FIN,1993,39.93976,90.06024
Finland,FIN,1994,47.21818,99.781815
Finland,FIN,1995,48.666668,97.333336
Finland,FIN,1996,45.9,107.1
Finland,FIN,1997,36.21831,102.78169
Finland,FIN,1998,31.64,81.36
Finland,FIN,1999,31.55862,111.441376
Finland,FIN,2000,45.784172,102.21583
Finland,FIN,2001,47.61039,108.38961
Finland,FIN,2002,43.669174,88.330826
Finland,FIN,2003,30.171717,72.828285
Finland,FIN,2004,33,115
Finland,FIN,2005,35,84
Finland,FIN,2006,37,82
Finland,FIN,2007,48,81
Finland,FIN,2008,44,89
Finland,FIN,2009,34,86
Finland,FIN,2010,27,91
Finland,FIN,2011,37,73
Finland,FIN,2012,41,48
Finland,FIN,2013,24,65
Finland,FIN,2014,27,61
Finland,FIN,2015,16,66
Finland,FIN,2016,22,52
Finland,FIN,2017,30,37
Finland,FIN,2018,25,63
Finland,FIN,2019,28,53
Finland,FIN,2020,23,74
Finland,FIN,2021,27,44
Finland,FIN,2022,25,44
Finland,FIN,2023,23,32
France,FRA,2015,381.88678,630.1132
France,FRA,2016,282,497
France,FRA,2017,257,453
France,FRA,2018,223,473
France,FRA,2019,261,492
France,FRA,2020,194,498
France,FRA,2021,228,506
France,FRA,2022,237,584
France,FRA,2023,261,626
France,FRA,2024,248,649
French Guiana,GUF,2006,3.5,38.5
French Guiana,GUF,2007,1.75,26.25
French Guiana,GUF,2008,1.3913044,30.608696
French Guiana,GUF,2009,5.4545455,24.545454
Georgia,GEO,2004,34.027683,263.97232
Georgia,GEO,2005,72,331
Georgia,GEO,2006,45,278
Georgia,GEO,2007,45,285
Georgia,GEO,2008,43,220
Georgia,GEO,2009,33.103447,176.89655
Georgia,GEO,2010,28,159
Georgia,GEO,2014,33.48,74.52
Georgia,GEO,2016,34,5
Georgia,GEO,2017,21,69
Georgia,GEO,2018,22,70
Georgia,GEO,2019,19,
Georgia,GEO,2020,24,
Germany,DEU,1990,382,549
Germany,DEU,1991,455,672
Germany,DEU,1992,470,688
Germany,DEU,1993,557,791
Germany,DEU,1994,680,1269
Germany,DEU,1995,693,1339
Germany,DEU,1996,669,1254
Germany,DEU,1997,651,1149
Germany,DEU,1998,604,998
Germany,DEU,1999,516,810
Germany,DEU,2000,545,819
Germany,DEU,2001,492,689
Germany,DEU,2002,474,698
Germany,DEU,2003,487,610
Germany,DEU,2004,458,654
Germany,DEU,2005,448,596
Germany,DEU,2006,442,546
Germany,DEU,2007,390,498
Germany,DEU,2008,367,464
Germany,DEU,2009,386,417
Germany,DEU,2010,393,400
Germany,DEU,2011,338,400
Germany,DEU,2012,296,363
Germany,DEU,2013,328,354
Germany,DEU,2014,339,377
Germany,DEU,2015,327,355
Germany,DEU,2016,469,494
Germany,DEU,2017,380,433
Germany,DEU,2018,367,421
Germany,DEU,2019,276,347
Germany,DEU,2020,357,425
Germany,DEU,2021,337,358
Germany,DEU,2022,349,337
Germany,DEU,2023,374,396
Ghana,GHA,2020,75.51836,479.48163
Ghana,GHA,2021,94.96063,508.03937
Ghana,GHA,2022,161,446
Gibraltar,GIB,2024,0,0
Greece,GRC,1990,33.04673,70.95327
Greece,GRC,1991,41.95946,96.04054
Greece,GRC,1992,30.204725,106.79527
Greece,GRC,1993,39.473682,110.52631
Greece,GRC,1994,30.17647,102.82353
Greece,GRC,1995,43.453236,107.54676
Greece,GRC,1996,53.957832,115.04217
Greece,GRC,1997,38.898205,164.10179
Greece,GRC,1998,42.77778,133.22223
Greece,GRC,1999,40.53846,114.46154
Greece,GRC,2001,35.582607,96.41739
Greece,GRC,2002,23.5,70.5
Greece,GRC,2003,33,89
Greece,GRC,2004,29.673267,81.32674
Greece,GRC,2005,44.369747,87.63025
Greece,GRC,2006,22,88
Greece,GRC,2007,35,95
Greece,GRC,2008,33,111
Greece,GRC,2009,25,127
Greece,GRC,2010,34,142
Greece,GRC,2011,32,152
Greece,GRC,2012,39,127
Greece,GRC,2013,50,103
Greece,GRC,2014,27,80
Greece,GRC,2015,30,63
Greece,GRC,2016,26,58
Greece,GRC,2017,23,63
Greece,GRC,2018,29,70
Greece,GRC,2019,19,59
Greece,GRC,2020,19,59
Greece,GRC,2021,33,56
Greece,GRC,2022,45,72
Greece,GRC,2023,18,68
Grenada,GRD,2005,3,8
Grenada,GRD,2006,3,9
Grenada,GRD,2007,2,9
Grenada,GRD,2008,2,14
Grenada,GRD,2009,3,4
Grenada,GRD,2010,2,8
Grenada,GRD,2011,1,3
Grenada,GRD,2012,5,9
Grenada,GRD,2013,2,4
Grenada,GRD,2014,3,5
Grenada,GRD,2015,2,4
Grenada,GRD,2016,5,8
Grenada,GRD,2017,2,10
Grenada,GRD,2018,1,11
Grenada,GRD,2019,1,15
Grenada,GRD,2020,3,11
Grenada,GRD,2021,1,4
Grenada,GRD,2022,2,6
Grenada,GRD,2023,1,15
Guadeloupe,GLP,2004,9.454545,16.545454
Guadeloupe,GLP,2005,1.5333333,21.466667
Guadeloupe,GLP,2006,6.5454545,17.454546
Guadeloupe,GLP,2008,8,24
Guadeloupe,GLP,2009,5.4,30.6
Guatemala,GTM,2004,497,4010
Guatemala,GTM,2005,518,4820
Guatemala,GTM,2006,603,5282
Guatemala,GTM,2007,590,5191
Guatemala,GTM,2008,687,5605
Guatemala,GTM,2009,720,5778
Guatemala,GTM,2010,695,5265
Guatemala,GTM,2011,632,5049
Guatemala,GTM,2012,573,4582
Guatemala,GTM,2013,654,4599
Guatemala,GTM,2014,630,4368
Guatemala,GTM,2017,796,4639
Guatemala,GTM,2018,755,4114
Guatemala,GTM,2019,705,3682
Guatemala,GTM,2020,451,2678
Guatemala,GTM,2021,545,2975
Guatemala,GTM,2022,547,2931
Guatemala,GTM,2023,618,3617
Guyana,GUY,2005,28,114
Guyana,GUY,2006,23,130
Guyana,GUY,2007,28,87
Guyana,GUY,2008,38,120
Guyana,GUY,2009,29,88
Guyana,GUY,2010,31,109
Guyana,GUY,2011,34,96
Guyana,GUY,2012,27,112
Guyana,GUY,2013,30,125
Guyana,GUY,2015,28,121
Guyana,GUY,2016,10,132
Guyana,GUY,2017,21,94
Guyana,GUY,2018,23,88
Guyana,GUY,2019,18,118
Guyana,GUY,2020,39,118
Guyana,GUY,2021,13,118
Guyana,GUY,2022,30,101
Guyana,GUY,2023,49,109
Haiti,HTI,2013,70,969
Haiti,HTI,2014,86,894
Haiti,HTI,2015,89,982
Haiti,HTI,2016,79,949
Haiti,HTI,2018,58,685
Haiti,HTI,2020,87,1193
Haiti,HTI,2021,112,1503
Haiti,HTI,2022,185,1998
Haiti,HTI,2023,513,4276
Honduras,HND,2006,209.80547,2908.1946
Honduras,HND,2007,324.4819,3263.518
Honduras,HND,2008,311.74045,4143.26
Honduras,HND,2009,364.03418,4915.966
Honduras,HND,2010,384.81488,5851.185
Honduras,HND,2011,482.99152,6621.0083
Honduras,HND,2012,606,6566
Honduras,HND,2013,489.50974,5941.49
Honduras,HND,2014,495.60803,5395.392
Honduras,HND,2015,478.18576,4669.8145
Honduras,HND,2016,466,4680
Honduras,HND,2017,391,3465
Honduras,HND,2018,370,3338
Honduras,HND,2019,397,3680
Honduras,HND,2020,326,3284
Honduras,HND,2021,329,3597
Honduras,HND,2022,306,3350
Honduras,HND,2023,405,2936
Hong Kong,HKG,2003,22,30
Hong Kong,HKG,2004,20,25
Hong Kong,HKG,2005,13,21
Hong Kong,HKG,2006,18,17
Hong Kong,HKG,2007,11,7
Hong Kong,HKG,2008,25,11
Hong Kong,HKG,2009,25,22
Hong Kong,HKG,2010,19,16
Hong Kong,HKG,2011,9,8
Hong Kong,HKG,2012,12,15
Hong Kong,HKG,2013,37,25
Hong Kong,HKG,2014,13,14
Hong Kong,HKG,2015,9,13
Hong Kong,HKG,2016,11,17
Hong Kong,HKG,2017,15,9
Hong Kong,HKG,2018,16,32
Hong Kong,HKG,2019,13,11
Hong Kong,HKG,2020,9,13
Hong Kong,HKG,2021,11,11
Hong Kong,HKG,2022,13,17
Hong Kong,HKG,2023,13,15
Hungary,HUN,1990,69.28882,131.71118
Hungary,HUN,1991,116.04306,190.95694
Hungary,HUN,1992,114.19082,190.80917
Hungary,HUN,1993,117.50119,180.49881
Hungary,HUN,1994,98.56906,214.43094
Hungary,HUN,1995,97.844444,198.15555
Hungary,HUN,1996,113.403076,157.59692
Hungary,HUN,1997,111.735466,177.26454
Hungary,HUN,1998,113.47239,175.5276
Hungary,HUN,1999,105.19931,147.80069
Hungary,HUN,2000,87.4031,117.5969
Hungary,HUN,2001,85.008064,168.99193
Hungary,HUN,2002,87.120834,115.879166
Hungary,HUN,2003,90.969696,137.0303
Hungary,HUN,2004,88,121
Hungary,HUN,2005,76.466255,87.533745
Hungary,HUN,2006,74.42774,99.57226
Hungary,HUN,2007,63,91
Hungary,HUN,2008,70,111
Hungary,HUN,2009,63,76
Hungary,HUN,2010,61,77
Hungary,HUN,2011,42,103
Hungary,HUN,2012,58,66
Hungary,HUN,2013,71,83
Hungary,HUN,2014,67,79
Hungary,HUN,2015,102,119
Hungary,HUN,2016,82,120
Hungary,HUN,2017,44,116
Hungary,HUN,2018,43,43
Hungary,HUN,2019,31,34
Hungary,HUN,2020,39,41
Hungary,HUN,2021,26,49
Hungary,HUN,2022,44,50
Hungary,HUN,2023,31,39
Iceland,ISL,1996,0,1
Iceland,ISL,1999,1,1
Iceland,ISL,2005,0,3
Iceland,ISL,2007,0,2
Iceland,ISL,2009,0,1
Iceland,ISL,2010,0,2
Iceland,ISL,2011,1,2
Iceland,ISL,2012,1,0
Iceland,ISL,2013,0,1
Iceland,ISL,2014,1,0
Iceland,ISL,2015,0,3
Iceland,ISL,2016,1,0
Iceland,ISL,2017,2,1
Iceland,ISL,2018,1,2
Iceland,ISL,2019,0,1
Iceland,ISL,2020,4,1
Iceland,ISL,2021,1,1
Iceland,ISL,2022,1,3
Iceland,ISL,2023,1,4
India,IND,1999,14663.385,33117.617
India,IND,2000,15195.721,32971.28
India,IND,2001,14971.89,31448.11
India,IND,2002,14518.605,31217.395
India,IND,2003,14473,29858
India,IND,2004,15864,30626
India,IND,2005,15268,29827
India,IND,2006,15571.921,29389.078
India,IND,2007,16794,28568
India,IND,2008,16993,29006
India,IND,2009,17854,27970
India,IND,2010,17871,28589
India,IND,2011,18731,28909
India,IND,2012,18451,29027
India,IND,2013,17911,27967
India,IND,2014,18284,29072
India,IND,2015,17089,27284
India,IND,2016,17865.18,24454.82
India,IND,2017,17897.95,23934.05
India,IND,2018,17580.62,24070.38
India,IND,2019,17428.88,23547.12
India,IND,2020,16640.7,24530.3
India,IND,2021,17012.375,24317.625
India,IND,2022,16378.884,23751.115
Indonesia,IDN,2022,210,592
Iran,IRN,2013,292.14343,1744.8566
Iran,IRN,2014,224.23164,1711.7683
Iraq,IRQ,2008,627.5132,3968.4868
Iraq,IRQ,2009,952,1602
Iraq,IRQ,2010,482.10422,2208.8958
Iraq,IRQ,2011,490.51022,2143.4897
Iraq,IRQ,2012,509.67715,2187.3228
Iraq,IRQ,2013,540.65656,2798.3435
Iraq (Central Iraq),,2008,588,3864
Iraq (Central Iraq),,2009,923,1535
Iraq (Central Iraq),,2010,454,2099
Iraq (Central Iraq),,2011,459,2059
Iraq (Central Iraq),,2012,485,2109
Iraq (Central Iraq),,2013,517,2711
Iraq (Central Iraq),,2014,531,2498
Iraq (Central Iraq),,2018,214,5939
Iraq (Central Iraq),,2019,250,5049
Iraq (Central Iraq),,2020,311,3783
Iraq (Central Iraq),,2021,236,5223
Iraq (Kurdistan Region),,2008,62.328358,81.67164
Iraq (Kurdistan Region),,2009,29,67
Iraq (Kurdistan Region),,2010,27.986013,110.013985
Iraq (Kurdistan Region),,2011,30.870968,85.129036
Iraq (Kurdistan Region),,2012,24.345455,78.65455
Iraq (Kurdistan Region),,2013,22.354166,88.645836
Ireland,IRL,1990,2.3181818,14.681818
Ireland,IRL,1991,7.6666665,15.333333
Ireland,IRL,1992,5.357143,19.642857
Ireland,IRL,1993,6,17
Ireland,IRL,1994,5,20
Ireland,IRL,1995,6.3703704,36.62963
Ireland,IRL,1996,17.818182,24.181818
Ireland,IRL,1997,11.4,26.6
Ireland,IRL,1998,6.487805,31.512196
Ireland,IRL,1999,6.1621623,31.837837
Ireland,IRL,2000,7.7894735,29.210526
Ireland,IRL,2001,7.8,44.2
Ireland,IRL,2002,10.883721,41.11628
Ireland,IRL,2003,8.222222,28.777779
Ireland,IRL,2004,5,25
Ireland,IRL,2005,8.210526,43.789474
Ireland,IRL,2006,16.238094,45.761906
Ireland,IRL,2007,11.142858,66.85714
Ireland,IRL,2008,9.95122,41.048782
Ireland,IRL,2009,9.734694,43.265305
Ireland,IRL,2010,11,43
Ireland,IRL,2011,8,34
Ireland,IRL,2012,12,39
Ireland,IRL,2013,9,38
Ireland,IRL,2014,11,36
Ireland,IRL,2015,7,20
Ireland,IRL,2016,2,31
Ireland,IRL,2017,15,23
Ireland,IRL,2018,10,28
Ireland,IRL,2019,7,25
Ireland,IRL,2020,6,25
Ireland,IRL,2021,7,15
Ireland,IRL,2022,11,33
Ireland,IRL,2023,11,23
Israel,ISR,1993,34.67213,106.327866
Israel,ISR,1994,29.411764,110.588234
Israel,ISR,1999,21.574802,115.42519
